2.450000000000000178e+00,0.000000000000000000e+00,1.017854034931807128e+01
2.450000000000000178e+00,0.000000000000000000e+00,8.296157044403134506e+00
2.450000000000000178e+00,0.000000000000000000e+00,6.413773739488201286e+00
2.450000000000000178e+00,0.000000000000000000e+00,4.531390434573267179e+00
2.449685287209831586e+00,0.000000000000000000e+00,4.492122207879342355e+00
2.448741229691685284e+00,0.000000000000000000e+00,4.452864069522711965e+00
2.447168069981868310e+00,0.000000000000000000e+00,4.413626105248896536e+00
2.444966212238324221e+00,0.000000000000000000e+00,4.374418395620520705e+00
2.442136222136803259e+00,0.000000000000000000e+00,4.335251013427539490e+00
2.438678826725535931e+00,0.000000000000000000e+00,4.296134021099446976e+00
2.434594914238444652e+00,0.000000000000000000e+00,4.257077468120163743e+00
2.429885533866953384e+00,0.000000000000000000e+00,4.218091388446227441e+00
2.424551895490438813e+00,0.000000000000000000e+00,4.179185797928997914e+00
2.418595369365402536e+00,0.000000000000000000e+00,4.140370691741487974e+00
2.412017485773443326e+00,0.000000000000000000e+00,4.101656041810533004e+00
2.404819934628110278e+00,0.000000000000000000e+00,4.063051794254906035e+00
2.397004565040752766e+00,0.000000000000000000e+00,4.024567866830085272e+00
2.388573384845467995e+00,0.000000000000000000e+00,3.986214146380297141e+00
2.379528560083271405e+00,0.000000000000000000e+00,3.948000486298502754e+00
2.369872414445622244e+00,0.000000000000000000e+00,3.909936703994974838e+00
2.359607428677447327e+00,0.000000000000000000e+00,3.872032578375129486e+00
2.348736239939818393e+00,0.000000000000000000e+00,3.834297847327238440e+00
2.337261641132441614e+00,0.000000000000000000e+00,3.796742205220684063e+00
2.325186580176138218e+00,0.000000000000000000e+00,3.759375300415397358e+00
2.312514159255500523e+00,0.000000000000000000e+00,3.722206732783108318e+00
2.299247634021913012e+00,0.000000000000000000e+00,3.685246051241064524e+00
2.285390412757148937e+00,0.000000000000000000e+00,3.648502751298826841e+00
2.270946055497753413e+00,0.000000000000000000e+00,3.611986272618800786e+00
2.255918273120441242e+00,0.000000000000000000e+00,3.575705996591103109e+00
2.240310926388740853e+00,0.000000000000000000e+00,3.539671243923403043e+00
2.224128024961130823e+00,0.000000000000000000e+00,3.503891272246358657e+00
